age,job,marital,education,balance,duration,approval
39.0,technician,married,tertiary,1161,236.0,no
31.0,blue-collar,married,secondary,-45,184.0,no
28.0,management,single,tertiary,231,568.0,no
31.0,management,single,secondary,36,105.0,no
30.0,technician,married,tertiary,1570,260.0,no
35.0,technician,married,tertiary,7050,222.0,yes
33.0,blue-collar,married,primary,3704,447.0,no
30.0,technician,single,tertiary,6619,239.0,no
32.0,blue-collar,single,secondary,-84,426.0,no
40.0,management,single,tertiary,1509,333.0,no
31.0,self-employed,married,tertiary,1134,174.0,no
36.0,technician,married,secondary,146,284.0,no
33.0,management,single,tertiary,9449,428.0,no
57.0,retired,married,secondary,374,236.0,no
45.0,technician,married,secondary,88,150.0,no
59.0,management,married,tertiary,2764,237.0,no
30.0,management,single,tertiary,2,1031.0,yes
33.0,technician,married,tertiary,8023,107.0,no
52.0,blue-collar,married,secondary,289,45.0,no
83.0,retired,married,secondary,0,140.0,no
58.0,self-employed,divorced,tertiary,1382,700.0,yes
33.0,management,divorced,tertiary,280,155.0,no
41.0,blue-collar,divorced,primary,2195,211.0,no
31.0,self-employed,married,secondary,33,165.0,no
35.0,blue-collar,divorced,secondary,275,144.0,no
27.0,management,single,tertiary,703,590.0,yes
57.0,admin.,divorced,unknown,887,43.0,no
56.0,unknown,married,unknown,0,471.0,no
53.0,admin.,single,secondary,1178,295.0,no
39.0,management,married,tertiary,2763,526.0,yes
32.0,entrepreneur,single,tertiary,890,27.0,no
46.0,self-employed,married,secondary,548,1181.0,yes
56.0,technician,married,tertiary,272,103.0,no
46.0,management,divorced,tertiary,6269,249.0,no
29.0,entrepreneur,married,secondary,178,231.0,no
60.0,management,married,primary,252,123.0,no
33.0,housemaid,single,tertiary,23663,199.0,no
27.0,entrepreneur,single,tertiary,81,197.0,no
50.0,self-employed,divorced,tertiary,59,67.0,no
45.0,services,married,secondary,1343,220.0,no
58.0,retired,married,secondary,225,122.0,no
59.0,retired,married,primary,0,104.0,no
58.0,retired,divorced,primary,2538,307.0,no
64.0,retired,married,primary,43,117.0,no
47.0,technician,married,secondary,57,253.0,no
40.0,management,married,tertiary,-117,770.0,no
36.0,technician,divorced,secondary,666,190.0,no
28.0,management,single,tertiary,0,767.0,yes
38.0,technician,single,tertiary,25,232.0,yes
53.0,entrepreneur,married,primary,1034,854.0,no
46.0,blue-collar,single,secondary,324,293.0,no
54.0,technician,married,secondary,0,986.0,no
32.0,management,married,tertiary,0,66.0,no
55.0,management,married,primary,621,114.0,no
55.0,retired,divorced,secondary,138,205.0,no
56.0,technician,married,secondary,4063,31.0,no
40.0,blue-collar,married,secondary,11084,113.0,no
44.0,technician,married,secondary,310,200.0,no
32.0,entrepreneur,married,unknown,73,158.0,no
33.0,management,married,tertiary,1808,99.0,no
41.0,unemployed,divorced,secondary,1281,45.0,no
37.0,technician,married,secondary,64,239.0,no
58.0,management,single,tertiary,2,168.0,no
52.0,blue-collar,married,secondary,60,196.0,no
49.0,services,single,secondary,133,319.0,no
44.0,housemaid,married,primary,3706,209.0,no
28.0,admin.,single,unknown,174,184.0,no
31.0,technician,married,secondary,251,156.0,no
37.0,self-employed,married,secondary,4153,35.0,no
30.0,technician,single,tertiary,985,88.0,no
28.0,services,single,secondary,168,347.0,yes
46.0,services,married,secondary,1550,126.0,no
47.0,management,married,tertiary,7708,157.0,no
35.0,blue-collar,married,primary,-12,212.0,no
80.0,management,married,primary,6483,123.0,no
30.0,technician,single,tertiary,60,306.0,no
55.0,technician,single,secondary,3339,63.0,no
22.0,student,single,tertiary,1161,119.0,no
33.0,blue-collar,single,primary,599,29.0,no
53.0,entrepreneur,married,unknown,28,117.0,no
49.0,management,married,tertiary,1430,231.0,no
51.0,retired,married,secondary,35,123.0,no
41.0,self-employed,married,tertiary,6000,265.0,no
34.0,technician,married,secondary,0,144.0,no
36.0,blue-collar,single,secondary,340,559.0,no
35.0,entrepreneur,married,tertiary,0,74.0,no
29.0,services,married,secondary,3,183.0,no
40.0,technician,single,tertiary,445,631.0,no
32.0,management,divorced,tertiary,874,1282.0,yes
48.0,blue-collar,married,secondary,705,108.0,no
59.0,retired,married,unknown,1033,1199.0,yes
35.0,self-employed,divorced,tertiary,1354,736.0,yes
33.0,technician,single,tertiary,123,264.0,no
55.0,retired,married,primary,8894,262.0,no
41.0,blue-collar,married,secondary,429,244.0,no
42.0,housemaid,married,primary,14752,107.0,no
46.0,blue-collar,married,primary,67,9.0,no
35.0,housemaid,divorced,secondary,39,149.0,no
28.0,technician,single,tertiary,102,321.0,no
25.0,student,single,secondary,1790,224.0,no
56.0,management,single,tertiary,15311,157.0,no
30.0,admin.,single,secondary,-635,250.0,no
45.0,blue-collar,married,secondary,115,209.0,no
40.0,management,married,tertiary,10786,111.0,no
40.0,blue-collar,married,secondary,498,55.0,no
39.0,blue-collar,married,secondary,1045,290.0,no
48.0,entrepreneur,married,tertiary,810,383.0,no
31.0,technician,single,tertiary,-162,380.0,no
32.0,management,married,tertiary,55,124.0,no
34.0,services,married,secondary,586,224.0,no
26.0,technician,single,secondary,455,240.0,no
31.0,management,married,tertiary,1010,385.0,no
37.0,management,single,tertiary,509,133.0,no
29.0,student,single,unknown,2929,91.0,no
57.0,technician,married,secondary,3071,63.0,no
47.0,management,single,tertiary,153,192.0,no
38.0,self-employed,single,secondary,1146,91.0,no
48.0,blue-collar,married,primary,1092,79.0,no
50.0,management,married,tertiary,3463,96.0,yes
33.0,admin.,married,secondary,1158,25.0,no
28.0,admin.,single,secondary,26,227.0,no
30.0,services,single,secondary,566,110.0,no
52.0,technician,divorced,secondary,204,134.0,no
36.0,technician,married,secondary,480,213.0,yes
36.0,technician,single,secondary,1855,75.0,no
46.0,services,married,secondary,1034,109.0,no
57.0,management,married,tertiary,3250,162.0,no
28.0,management,single,secondary,1633,275.0,yes
46.0,services,married,secondary,0,154.0,no
55.0,retired,married,primary,3334,632.0,yes
33.0,management,married,tertiary,4020,251.0,no
53.0,management,married,secondary,66,141.0,no
41.0,technician,single,secondary,-41,154.0,no
60.0,blue-collar,married,secondary,322,63.0,no
35.0,entrepreneur,married,primary,2643,259.0,no
43.0,blue-collar,divorced,primary,49,100.0,no
57.0,admin.,divorced,primary,1,17.0,no
46.0,admin.,married,secondary,3098,192.0,no
31.0,blue-collar,married,primary,352,97.0,no
53.0,technician,married,secondary,65,41.0,no
35.0,blue-collar,married,secondary,1949,200.0,no
32.0,admin.,single,secondary,739,91.0,no
48.0,management,married,tertiary,1167,264.0,yes
50.0,admin.,married,secondary,231,397.0,no
40.0,blue-collar,married,primary,1136,86.0,no
42.0,entrepreneur,married,tertiary,233,446.0,no
59.0,admin.,married,secondary,817,304.0,no
27.0,blue-collar,single,primary,1128,88.0,no
32.0,management,single,tertiary,1831,86.0,no
35.0,technician,single,secondary,450,63.0,no
28.0,services,married,secondary,0,335.0,no
37.0,management,divorced,secondary,414,293.0,no
57.0,management,married,primary,1052,227.0,no
42.0,admin.,single,secondary,1022,146.0,no
55.0,admin.,married,primary,343,276.0,no
52.0,management,married,tertiary,1944,238.0,no
26.0,blue-collar,single,secondary,-32,14.0,no
52.0,technician,married,secondary,1781,144.0,no
26.0,management,single,tertiary,350,367.0,no
33.0,unemployed,married,secondary,2,132.0,no
24.0,blue-collar,single,primary,111,42.0,no
37.0,management,divorced,tertiary,168,227.0,no
28.0,technician,single,secondary,3,40.0,no
30.0,technician,single,secondary,102,614.0,no
33.0,blue-collar,married,primary,0,270.0,no
55.0,unknown,married,primary,159,15.0,no
33.0,blue-collar,married,secondary,1134,304.0,no
42.0,blue-collar,married,secondary,352,79.0,no
37.0,management,married,tertiary,865,101.0,no
59.0,blue-collar,married,primary,179,55.0,no
27.0,blue-collar,single,secondary,5,205.0,no
23.0,student,married,tertiary,-230,259.0,no
51.0,management,divorced,tertiary,0,60.0,no
50.0,blue-collar,married,primary,3924,122.0,no
43.0,technician,married,secondary,764,557.0,no
37.0,blue-collar,divorced,primary,511,42.0,no
34.0,management,single,tertiary,4348,373.0,no
41.0,management,married,tertiary,3016,80.0,no
26.0,student,single,secondary,279,239.0,no
49.0,management,divorced,tertiary,1405,29.0,no
29.0,blue-collar,single,secondary,908,1663.0,yes
30.0,management,single,tertiary,162,186.0,no
38.0,services,divorced,secondary,792,430.0,no
58.0,management,married,secondary,111,58.0,no
34.0,student,single,unknown,1281,279.0,no
53.0,services,divorced,unknown,1012,332.0,no
50.0,management,married,tertiary,2881,510.0,no
30.0,blue-collar,single,secondary,445,218.0,no
40.0,management,married,secondary,643,74.0,no
57.0,housemaid,single,secondary,254,676.0,no
40.0,management,married,tertiary,-1212,1259.0,no
41.0,technician,married,secondary,2125,285.0,no
53.0,technician,divorced,unknown,629,298.0,no
48.0,blue-collar,married,secondary,-202,225.0,no
32.0,technician,single,secondary,271,80.0,no
34.0,management,married,tertiary,703,342.0,yes
46.0,blue-collar,married,secondary,-216,404.0,no
45.0,services,divorced,secondary,88,332.0,no
51.0,admin.,single,tertiary,16,158.0,no
31.0,management,married,secondary,466,164.0,no
47.0,technician,married,secondary,-75,57.0,no
32.0,blue-collar,married,secondary,456,121.0,no
41.0,technician,married,secondary,77,56.0,no
37.0,services,single,secondary,-244,178.0,no
27.0,blue-collar,single,primary,1209,283.0,no
27.0,services,married,secondary,58,113.0,no
50.0,management,married,secondary,421,22.0,no
31.0,management,single,tertiary,112,159.0,no
40.0,self-employed,married,tertiary,13669,138.0,no
43.0,management,married,tertiary,1429,1015.0,yes
39.0,technician,married,tertiary,794,182.0,no
31.0,entrepreneur,single,tertiary,1957,112.0,no
48.0,technician,married,secondary,454,114.0,no
32.0,blue-collar,single,primary,882,80.0,no
47.0,unemployed,married,primary,168,66.0,no
35.0,management,single,tertiary,714,135.0,no
42.0,management,single,tertiary,0,99.0,no
47.0,blue-collar,married,secondary,1996,761.0,yes
59.0,retired,married,secondary,163,464.0,no
38.0,admin.,married,secondary,3190,20.0,no
50.0,unemployed,married,secondary,1772,206.0,no
27.0,services,single,secondary,-151,283.0,no
55.0,housemaid,married,primary,16,64.0,no
39.0,services,single,secondary,7066,667.0,yes
31.0,technician,single,tertiary,454,73.0,no
37.0,entrepreneur,married,tertiary,4798,156.0,no
28.0,technician,single,secondary,-298,559.0,no
42.0,technician,married,secondary,439,143.0,no
40.0,services,divorced,secondary,1927,62.0,no
59.0,management,single,secondary,671,219.0,no
40.0,services,single,secondary,65,15.0,no
43.0,technician,married,secondary,-932,567.0,no
38.0,technician,single,secondary,4366,188.0,no
54.0,retired,married,primary,0,159.0,no
41.0,blue-collar,married,secondary,4900,121.0,no
55.0,housemaid,divorced,primary,976,345.0,yes
33.0,management,married,tertiary,148,717.0,no
46.0,blue-collar,married,secondary,5,71.0,no
36.0,management,married,secondary,-148,1440000.0,no
48.0,technician,divorced,tertiary,113,38.0,no
42.0,management,married,secondary,-105,60.0,no
46.0,management,divorced,tertiary,624,336.0,yes
49.0,technician,married,secondary,-1680,92.0,no
36.0,blue-collar,married,secondary,-461,254.0,no
34.0,technician,single,tertiary,144,104.0,no
51.0,entrepreneur,divorced,tertiary,4,74.0,no
58.0,blue-collar,married,primary,309,156.0,no
48.0,management,married,tertiary,866,146.0,no
41.0,admin.,single,secondary,1020,882.0,yes
49.0,self-employed,married,primary,489,84.0,no
43.0,management,married,primary,8167,114.0,no
32.0,blue-collar,single,secondary,-255,957.0,no
54.0,retired,married,secondary,3671,67.0,no
33.0,blue-collar,divorced,primary,636,211.0,no
35.0,technician,married,secondary,141,299.0,no
56.0,technician,married,secondary,150,102.0,no
57.0,technician,married,secondary,839,225.0,no
31.0,housemaid,single,primary,26965,654.0,yes
33.0,technician,single,secondary,716,234.0,no
29.0,technician,single,tertiary,2485,48.0,no
38.0,management,single,tertiary,15030,167.0,no
37.0,admin.,married,secondary,11303,500.0,no
33.0,entrepreneur,married,tertiary,595,22.0,no
30.0,management,single,tertiary,19358,258.0,no
31.0,self-employed,single,secondary,203,177.0,no
28.0,technician,single,tertiary,183,62.0,no
26.0,admin.,single,secondary,255,457008.0,yes
31.0,technician,single,secondary,102,460.0,no
50.0,housemaid,divorced,primary,94,184.0,no
45.0,entrepreneur,married,primary,58,119.0,no
48.0,management,married,primary,606,77.0,no
41.0,technician,married,secondary,0,107.0,no
60.0,technician,married,primary,65,1028.0,yes
41.0,blue-collar,married,secondary,338,87.0,no
43.0,blue-collar,married,primary,757,315.0,no
36.0,management,married,tertiary,9269,107.0,no
40.0,blue-collar,married,primary,1206,201.0,no
28.0,management,single,tertiary,882,94.0,no
27.0,student,single,tertiary,5291,192.0,yes
49.0,management,single,secondary,61,185.0,no
37.0,technician,married,tertiary,0,77.0,no
31.0,blue-collar,married,secondary,1407,142.0,no
31.0,technician,single,secondary,25,381.0,no
31.0,blue-collar,married,secondary,1354,222.0,no
35.0,blue-collar,married,primary,793,106.0,no
51.0,blue-collar,divorced,unknown,10287,117.0,no
33.0,technician,single,secondary,5235,67.0,no
30.0,technician,single,tertiary,3,45.0,no
58.0,technician,single,secondary,409,643.0,no
34.0,admin.,married,tertiary,35,76.0,no
45.0,management,married,tertiary,-459,508.0,no
28.0,services,single,secondary,198,128.0,yes
31.0,blue-collar,married,primary,99,193.0,no
40.0,management,married,tertiary,60,172.0,no
30.0,services,single,secondary,3485,142.0,no
34.0,entrepreneur,married,secondary,-139,492.0,no
40.0,blue-collar,married,secondary,952,140.0,no
59.0,retired,married,primary,1427,140.0,no
43.0,technician,single,tertiary,1017,257.0,no
41.0,management,married,tertiary,-29,41.0,no
33.0,technician,divorced,secondary,9,91.0,no
33.0,management,married,secondary,4040,132.0,no
36.0,blue-collar,married,secondary,13,284.0,no
32.0,self-employed,single,secondary,1259,184.0,no
25.0,admin.,married,secondary,18,225.0,no
25.0,blue-collar,married,secondary,-76,241.0,no
38.0,technician,single,tertiary,221,79.0,no
34.0,management,married,tertiary,136,156.0,no
67.0,blue-collar,married,secondary,16353,223.0,no
32.0,blue-collar,married,secondary,-63,198.0,no
45.0,housemaid,married,primary,7353,536.0,no
33.0,blue-collar,married,primary,511,304.0,no
38.0,admin.,married,primary,3913,196.0,no
32.0,technician,divorced,secondary,1097,298.0,no
54.0,retired,divorced,tertiary,6102,86.0,no
51.0,admin.,divorced,secondary,340,186.0,no
42.0,blue-collar,married,primary,-119,167.0,no
41.0,admin.,married,secondary,2993,24.0,no
39.0,management,divorced,tertiary,3575,74.0,no
38.0,blue-collar,married,secondary,361,601.0,no
39.0,management,married,secondary,1072,1168.0,no
46.0,blue-collar,married,primary,2904,277.0,no
50.0,entrepreneur,divorced,tertiary,1790,748.0,no
33.0,blue-collar,married,secondary,86,364.0,no
37.0,technician,married,secondary,1633,229.0,no
31.0,management,married,tertiary,8312,43.0,no
34.0,blue-collar,divorced,unknown,172,177.0,yes
34.0,management,married,tertiary,0,262.0,yes
36.0,management,married,tertiary,222,317.0,no
40.0,technician,married,secondary,109,402.0,no
40.0,blue-collar,married,secondary,1451,314.0,yes
41.0,technician,married,secondary,1066,109.0,yes
52.0,management,married,tertiary,3163,56.0,no
40.0,services,single,secondary,888,169.0,no
48.0,blue-collar,single,unknown,428,127.0,no
33.0,management,divorced,secondary,106,175.0,no
44.0,technician,divorced,secondary,0,56.0,no
55.0,management,married,tertiary,979,123.0,no
51.0,admin.,married,secondary,2662,148.0,no
34.0,management,single,tertiary,84,231.0,no
58.0,retired,divorced,unknown,5920,255.0,no
39.0,management,single,tertiary,816,37.0,no
27.0,unemployed,single,secondary,3276,106.0,no
55.0,management,divorced,unknown,2,95.0,no
35.0,technician,single,secondary,-51,134.0,no
37.0,technician,single,tertiary,3315,820.0,no
52.0,technician,married,secondary,196,116.0,no
41.0,blue-collar,married,secondary,552,463.0,no
52.0,admin.,married,secondary,2347,603.0,no
34.0,blue-collar,single,secondary,3723,47.0,no
53.0,management,divorced,primary,255,126.0,no
33.0,management,single,tertiary,3143,421.0,yes
47.0,self-employed,married,secondary,0,174.0,no
35.0,blue-collar,married,secondary,6411,144.0,no
33.0,management,single,tertiary,1909,191.0,no
55.0,blue-collar,married,primary,3873,222.0,no
58.0,self-employed,married,primary,1013,206.0,yes
44.0,admin.,married,secondary,262,74.0,no
25.0,services,single,secondary,3217,24.0,no
37.0,technician,single,secondary,5436,7.0,no
41.0,blue-collar,married,primary,2067,493.0,no
34.0,blue-collar,single,secondary,215,350.0,yes
36.0,services,divorced,secondary,1594,250.0,no
44.0,self-employed,married,tertiary,134,86.0,no
34.0,entrepreneur,divorced,tertiary,262,371.0,no
56.0,blue-collar,divorced,primary,3021,419.0,no
43.0,management,divorced,tertiary,388,2087.0,yes
